Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  £,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  £,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
137.,Natural Moth Repellent Spray 500ML - Effective & Safe Wardrobe & Clothes Protection - Eco-Friendly Alternative to Moth Traps & Balls,B09YDBWL4F,Repellent,https://www.amazon.co.uk/dp/B09YDBWL4F?psc=1,https://m.media-amazon.com/images/I/716BI3hzeuL._AC_SY355_.jpg,EcoWidow,17.34,245,231,100,"3,790.26","3,465.36",132,"5,761",GB,4.24,1,4.3,216,5,2,MustBeNatural,Garden,Small Parcel,FBA,22.20 x 6.70 x 8.70 cm,0.59,N/A,"Apr 20, 2022",,No,49,MustBeNatural
40.,"Clothes & Carpet Moth Pheromone Trap Refills (20 Pads) – Non-Toxic Monitoring Sheets for Wardrobes, Storage & Home – Safe for Kids & Pets, Odourless, Eco-Friendly Refill Pack",B0086OZO12,Physical Trap,https://www.amazon.co.uk/dp/B0086OZO12?psc=1,https://m.media-amazon.com/images/I/71pJW8GIw+L._AC_SY355_.jpg,Biocare,16.19,240,240,200,"3,359.78","3,357.23",174,"5,492",GB,3.54,2,4.2,321,5,0,SiSi UK,Garden,Standard Envelope,FBA,17.70 x 1.60 x 7.30 cm,0.07,N/A,"Feb 16, 2015",,No,135,SiSi UK
72.,"Monitoring Moth Trap - Carpet and Clothes Moth Monitoring Traps for your Home - Safe, Effective Tool for Pest Detection - 8-Pack",B0G1J7J38M,Physical Trap,https://www.amazon.co.uk/dp/B0G1J7J38M?psc=1,https://m.media-amazon.com/images/I/81d69OpWmOL._AC_SY355_.jpg,Moth Magnet,17.3,194,194,100,"2,905.74","2,903.68",128,"13,609",GB,3.97,1,4.5,21,7,2,ELYSIAN XI HOUR,Garden,Standard Envelope,FBA,14.40 x 2.00 x 12.10 cm,0.16,N/A,"Dec 8, 2025",,No,5,ELYSIAN XI HOUR
69.,"12 Pack, 4 Pheromone Clothes & Carpet Moth Traps + 4 Indian Meal Pantry Moth Traps + 4 Fly Monitoring Trap + 10 Glowing Pads + eBook, Premium Moths Monitoring Trap for Kitchen & Wardrobe",B0B5Y5YXV7,Physical Trap,https://www.amazon.co.uk/dp/B0B5Y5YXV7?psc=1,https://m.media-amazon.com/images/I/81bxuwI+o4L._AC_SY355_.jpg,MothOut,18.5,180,180,100,"2,874.51","2,872.57",186,"10,936",GB,3.76,1,4.3,326,8,3,ATON.AMZ,Garden,Standard Envelope,FBA,15.20 x 2.40 x 12.00 cm,0.18,N/A,"Jul 7, 2022",,No,46,ATON.AMZ
60.,"SOL 8pk Sticky Moth Traps for Wardrobe, Killer and Repellent for Pantry, Odourless Insect Catcher, Protects Clothes and Food Storage, Safe, Easy to Use, Long-Lasting Defence Against Infestation",B0DFQB3484,Repellent,https://www.amazon.co.uk/dp/B0DFQB3484?psc=1,https://m.media-amazon.com/images/I/81-ODDHNFEL._AC_SY355_.jpg,SOL,5.54,587,587,400,"2,810.82","2,804.84",193,"1,457",GB,2.86,2,3.4,44,8,4,Money Cruncher,Garden,Standard Envelope,FBA,28.80 x 1.40 x 13.60 cm,0.14,N/A,"Mar 11, 2025",,No,14,Money Cruncher
121.,Veddelholzer 10 Food Moth Traps with Pheromone Effective Against Food Moths Monitoring of Moths Thanks to High-Performance Glue Trap Long-Term Protection 10 x 8 Weeks,B0DWFQTWS9,Physical Trap,https://www.amazon.co.uk/dp/B0DWFQTWS9?psc=1,https://m.media-amazon.com/images/I/81Dd-G3i9dL._AC_SY355_.jpg,Veddelholzer,9.78,302,302,200,"2,695.54","2,692.4",166,"5,248",CY,2.38,1,4.2,468,7,22,Veddelholzer,Garden,Standard Envelope,FBA,15.30 x 1.90 x 10.60 cm,0.08,N/A,"Apr 19, 2025",,No,13,Veddelholzer
112.,"Enhon 20 Pack Clothes Moth Trap Refills, Moth Pads for Clothes, Pheromone Pads for Detection of Tineola Bisselliella, Non Toxic Monitoring Sheets for Infestation Room Wardrobe",B0FZRSSMV9,Physical Trap,https://www.amazon.co.uk/dp/B0FZRSSMV9?psc=1,https://m.media-amazon.com/images/I/71rD8yvztKL._AC_SY355_.jpg,Enhon,19.66,187,159,100,"3,243.42","2,607.22",175,"7,564",CN,4.28,1,3.4,12,7,4,Saecov,Garden,Standard Envelope,FBA,13.60 x 1.90 x 6.60 cm,0.09,N/A,"Dec 3, 2025",,No,5,Saecov
147.,"Pantry Moth Pheromone Traps (6 Pack) – Sticky Monitoring Traps for Kitchen, Cupboards & Food Storage – Indoor Traps for Food & Grain Moths – Non Toxic, Odourless",B0FQ62KBGR,Physical Trap,https://www.amazon.co.uk/dp/B0FQ62KBGR?psc=1,https://m.media-amazon.com/images/I/719DOHzlrYL._AC_SX355_.jpg,INSECTIX PEST SOLUTION,13.87,229,229,200,"2,248.2","2,245.78",161,"5,271",GB,4.3,2,4.2,33,9,7,PEST EXPERT SOLUTION,Garden,Standard Envelope,FBA,14.40 x 1.90 x 12.10 cm,0.13,N/A,"Oct 29, 2025",,No,7,PEST EXPERT SOLUTION
92.,"LAOYE Clothes Moth Traps 10 Pack Sticky Pheromone Moth Catchers for the Common Clothes Moth、Carpet Moths and Pale-Backed Clothes Moths Traps for Wardrobes, Clothes and Carpets",B0G4LFW3D8,Physical Trap,https://www.amazon.co.uk/dp/B0G4LFW3D8?psc=1,https://m.media-amazon.com/images/I/71pTsKP6k3L._AC_SY355_.jpg,LAOYE,16.65,135,135,100,"2,158.24","2,157.08",175,"17,154",CH,3.97,1,3.8,9,8,1,Laoye,Garden,Extra Large Envelope,FBA,15.30 x 5.20 x 12.00 cm,0.22,N/A,"Mar 28, 2026",,No,2,Laoye
118.,lakeland 2 Moth Stop Clothes & Carpet Moth Detector & Trap Refills – Active For Up To 8 Weeks,B09Q99YWG6,Physical Trap,https://www.amazon.co.uk/dp/B09Q99YWG6?psc=1,https://m.media-amazon.com/images/I/61Z1A6cyY7L._AC_SY355_.jpg,lakeland,10.98,206,206,100,"1,754","1,751.88",93,"5,039",GB,2.27,2,4.1,75,3,0,Lakeland,Garden,Standard Envelope,FBA,19.30 x 1.60 x 9.10 cm,0.03,N/A,"Jan 17, 2022",,No,52,Lakeland
129.,"Total Wardrobe Care Eco-Friendly Moth Trap Box. Natural And Non-Toxic, Sticky Glue Board For Common Moths. Anti Moth Repellent Pheromone Trap To Protect Your Clothes And Carpet",B00RZNV3SS,Repellent,https://www.amazon.co.uk/dp/B00RZNV3SS?psc=1,https://m.media-amazon.com/images/I/61uQ6TfgqmL._AC_SY355_.jpg,Total Wardrobe Care Valeting & Storage,17.36,129,116,50,"1,954.58","1,744.91",176,"15,791",GB,4.26,1,3.9,46,9,0,Natural Moth Prevention,Grocery,Standard Parcel,MFN,29.60 x 1.90 x 28.60 cm,0.08,N/A,"Aug 18, 2015",,No,129,Natural Moth Prevention
117.,"Moth Traps Premium Pheromone Sticky, Non-Toxic & Odorless Moth Catchers for Wardrobes, Carpets, Clothing & Homes (10 Traps)",B0GXVRMNGQ,Physical Trap,https://www.amazon.co.uk/dp/B0GXVRMNGQ?psc=1,https://m.media-amazon.com/images/I/718Opo0IspL._AC_SY355_.jpg,Derwit,17.34,113,113,N/A,"1,714.13","1,712.96",123,"14,787",CN,4.94,1,2,23,5,1,LemonJun60,Garden,Extra Large Envelope,FBA,15.00 x 4.90 x 12.00 cm,0.22,N/A,"Apr 26, 2026",,No,1,LemonJun60
93.,"6 Moth Traps (Grey) – Non-Toxic Pheromone Moth Catcher | Protects Wardrobes, Clothing & Carpets | Safe, Odourless | For Monitoring Purposes Only",B0F89M6SH8,Physical Trap,https://www.amazon.co.uk/dp/B0F89M6SH8?psc=1,https://m.media-amazon.com/images/I/71Y7s5VKbkL._AC_SY355_.jpg,Gine London,12.67,149,149,100,"1,628.68","1,627.06",144,"7,715",GB,3.74,1,4,81,5,2,Gine London,Garden,Standard Envelope,FBA,14.70 x 1.90 x 12.00 cm,0.12,N/A,"May 20, 2025",,No,12,Gine London
56.,Zero In Demi-Diamond Clothes Moth Trap Refill Pads 2 Pack – Pheromone Glue Boards & Lifetime Indicator – Monitors Clothes Moth Infestations Up to 24 Weeks – Poison-Free Wardrobe & Drawer Protection,B005VOLND8,Physical Trap,https://www.amazon.co.uk/dp/B005VOLND8?psc=1,https://m.media-amazon.com/images/I/614vm9b-IlL._AC_SY355_.jpg,Zero In,4.04,327,327,200,"1,615.81","1,613.2",197,"4,200",AMZ,2.5,26,4.2,233,3,0,Amazon,Garden,Standard Envelope,AMZ,17.10 x 1.40 x 8.00 cm,0.01,N/A,"May 10, 2013",,No,156,Amazon
45.,"Clothes Moth Monitors Pack of 8 - Moth Pheromone Sticky Strips for Detecting Common & Case Bearing Moths, Odourless, Non-Toxic, Easy to Use Home Wardrobe, Fabric and Carpet Protection",B0DKY67216,Physical Trap,https://www.amazon.co.uk/dp/B0DKY67216?psc=1,https://m.media-amazon.com/images/I/61e90GQSHmL._AC_SY355_.jpg,RugRemedyUK,13.87,134,134,100,"1,612.36","1,610.89",183,"14,422",GB,4.51,1,3.9,38,7,0,Pinks Farm,Garden,Large Envelope,FBA,15.20 x 3.10 x 12.20 cm,0.15,N/A,"Oct 25, 2024",,No,19,Pinks Farm
48.,Demi Diamond Clothes Moth Trap Pheromone Refills (Pack of 10) Pest Expert®,B010E2IB5Y,Physical Trap,https://www.amazon.co.uk/dp/B010E2IB5Y?psc=1,https://m.media-amazon.com/images/I/61krthT0pDL._AC_SX355_.jpg,Pest Expert,10.86,165,165,100,"1,556.22","1,556.05",74,"8,478",GB,2.25,3,4.4,214,1,1,pestcontrolsupermarket,Garden,Standard Envelope,MFN,17.60 x 1.50 x 6.00 cm,0.03,N/A,"Jun 25, 2015",,No,131,pestcontrolsupermarket
99.,Pest Expert® Demi-Diamond Clothes Moth Pheromone Traps (6 Holders & 6 Pheromone Pads),B01NCZJ2P4,Physical Trap,https://www.amazon.co.uk/dp/B01NCZJ2P4?psc=1,https://m.media-amazon.com/images/I/81RQSS54WgL._AC_SY355_.jpg,Pest Expert,23.08,74,74,50,"1,482.88","1,482.75",85,"15,064",GB,N/A,1,4.1,96,1,0,pestcontrolsupermarket,Garden,N/A,MFN,N/A,N/A,N/A,"May 7, 2017",,No,108,pestcontrolsupermarket
65.,lakeland Moth Stop Clothes & Carpet Moth Detector & Trap – Active Up To 8 Weeks Captures Moths,B09Q9BDZLJ,Repellent,https://www.amazon.co.uk/dp/B09Q9BDZLJ?psc=1,https://m.media-amazon.com/images/I/618oBdDiIOL._AC_SY355_.jpg,lakeland,10.4,161,161,100,"1,449.77","1,447.99",94,"10,213",GB,3.14,2,3.5,55,3,0,Lakeland,Garden,Large Envelope,FBA,21.30 x 3.80 x 9.50 cm,0.07,N/A,"Jan 17, 2022",,No,52,Lakeland
66.,20 AF Glue Pad Tineola - Clothes Moth Replacement Refill Pads - Demi Diamond,B01CU79984,Physical Trap,https://www.amazon.co.uk/dp/B01CU79984?psc=1,https://m.media-amazon.com/images/I/71tzoX6l5NL._AC_SY355_.jpg,AF Anglia Farm Supplies,17.88,85,85,50,"1,308.89","1,307.91",76,"26,047",GB,4.38,4,4.6,237,3,0,SiSi UK,Garden,Standard Envelope,MFN,16.80 x 1.60 x 6.80 cm,0.08,N/A,"Feb 1, 2017",,No,111,SiSi UK
115.,PG 10 Pack Pheromone Pads Refill Replacement Common Clothes Moth Infestation Room & Wardrobe Hanger Control Sticky Traps (Tineola Bisselliella),B0D5MY583V,Physical Trap,https://www.amazon.co.uk/dp/B0D5MY583V?psc=1,https://m.media-amazon.com/images/I/71IXlXfiYWL._AC_SY355_.jpg,PG,17.3,98,98,50,"1,195.06","1,194.01",143,"19,837",GB,2.72,1,4.6,26,9,2,PartsGuysUK,Garden,Small Envelope,MFN,17.60 x 0.80 x 6.70 cm,0.03,N/A,"Jun 20, 2024",,No,23,PartsGuysUK
120.,"Moth Traps 12PCS Moth Killer Moth Repellent for Wardrobes for Ordinary and Other Moths, Suitable for Wardrobe, Closet, And Drawer",B0DQP4NFW4,Repellent,https://www.amazon.co.uk/dp/B0DQP4NFW4?psc=1,https://m.media-amazon.com/images/I/71l4vPrbs2L._AC_SY355_.jpg,FEBCAT Catch,12.72,116,116,50,"1,184.61","1,183.31",129,"11,942",CN,3.34,1,4.2,50,7,4,JIAZHIHENG,Garden,Large Envelope,FBA,24.70 x 3.30 x 14.50 cm,0.25,N/A,"Dec 17, 2024",,No,17,JIAZHIHENG
39.,Premium Moth Traps for Clothes - Moth Traps with Pheromones - Strongest Luring and Stickiest Closet Moth Traps - Clothing Moth Traps - Moth Killer Indoor Moth Repellent for Closets (6 Pack),B0CV7YYMRD,Physical Trap,https://www.amazon.co.uk/dp/B0CV7YYMRD?psc=1,https://m.media-amazon.com/images/I/71iEZi8IbsL._AC_SY355_.jpg,Repelure,11.54,103,103,50,"1,024.12","1,024",189,"7,084",GB,2.52,3,4.3,203,6,7,Insect Wizard,Garden,Standard Envelope,FBA,18.50 x 1.90 x 15.80 cm,0.16,N/A,"Dec 4, 2024",,No,17,Insect Wizard
