Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  US$,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  US$,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller,Source Keywords
57.0,"Bug Zapper Outdoor & Indoor, Cordless Portable Mosquito Zapper with Rechargeable 4800mAh Battery & Auto On/Off, Mosquito Repellent Outdoor Patio, Electric Fly Trap for Camping, Kitchen, Backyard, Patio",B0GHNMJQ2C,Electric Traps,https://www.amazon.com/dp/B0GHNMJQ2C?psc=1,https://m.media-amazon.com/images/I/71oEA7ZhCJL._AC_SY355_.jpg,otlotrte,35.99,"1,151","1,285","1,000","47,933.60","54,651.83",201,"2,167",US,12.97,1,4.4,185,7.0,77,Otlotrte Pest Store,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.15 x 6.65 x 6.65 in,1.38,,"Mar 11, 2026",,No,2.0,Otlotrte Pest Store,flying insect trap
52.0,"Pestie Fruit Fly Traps for Indoors – Indoor Fly Trap Plug in Light, Gnat Traps for House Indoor, Electric Bug Trap for Kitchen & Home, Plug-in Insect Trap for Fruit Flies (1 Device & 2 Cartridges)",B0F7J12119,Electric Traps,https://www.amazon.com/dp/B0F7J12119?psc=1,https://m.media-amazon.com/images/I/51C+esXpEAL._AC_SY355_.jpg,Pestie,29.99,152,17,,"5,856.93",516.37,196,"54,375",US,8.69,1,4.0,55,7.0,3,"Pestie, Inc.","Patio, Lawn & Garden",Large Standard-Size,FBA,6.69 x 2.87 x 4.72 in,0.64,,"May 23, 2025",,No,12.0,"Pestie, Inc.",plug in fly trap
131.0,"6 Pack Reusable Fruit Fly Trap, Non-Toxic Fruit Fly Catcher, Safe for Kids and Pets Fruit Fly Control, Trap for Alive Fruit Flies, Easy to Use for Kitchen, Home",B0F3HYFQ99,Passive attractor,https://www.amazon.com/dp/B0F3HYFQ99?psc=1,https://m.media-amazon.com/images/I/61+ijpwd49L._AC_SY355_.jpg,Pestoptek,12.99,149,149,100,"1,950.36","1,948.74",160,"49,491",US,6.71,1,3.8,189,6.0,6,Pestoptek,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.18 x 3.54 x 5.91 in,0.53,,"May 2, 2025",,No,12.0,Pestoptek,fruit fly trap
96.0,"Flying Insect Trap Plug-in, Indoor Mosquito & Gnat Killer, Safe Non-Toxic UV Light Fly Catcher, Night Light Bug Trap with Sticky Pad for Flies, Gnats, Moths (2 Pack, Bright White)",B0FMRBSQ8G,Electric Traps,https://www.amazon.com/dp/B0FMRBSQ8G?psc=1,https://m.media-amazon.com/images/I/71aAbd0hHfL._AC_SY355_.jpg,Pestvanish,26.99,197,124,50,"4,830.83","3,349.03",179,"48,085",US,8.0,1,5.0,14,7.0,,GreenWarm Co.,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.65 x 2.64 x 3.23 in,0.46,,"Apr 2, 2026",,No,1.0,GreenWarm Co.,plug in fly trap
113.0,"Indoor Plug-in Fly Trap, 2-in-1 Gnat and Flying Insect Killer with 3-Sided Sticky Glue Board, UV Light and Night Light Function (2, White)",B0GCHH6C4C,Electric Traps,https://www.amazon.com/dp/B0GCHH6C4C?psc=1,https://m.media-amazon.com/images/I/71mh8TwkZ+L._AC_SY355_.jpg,PEXPEL,19.99,26,21,,518.59,444.44,138,"312,667",US,8.34,1,3.8,30,9.0,0,Pexpel,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.06 x 2.83 x 3.23 in,0.6,,"Jan 9, 2026",,No,4.0,Pexpel,plug in fly trap
129.0,"Plug-in Fly Trap Indoor with Three-Sided Glue Board, 2 in 1 Gnat Traps for House Indoor with UV & Night Light, Flying Insect Trap for House & Fruit Flies (1 Device + 6 Glue Boards) (White)",B0FLXDNDCP,Electric Traps,https://www.amazon.com/dp/B0FLXDNDCP?psc=1,https://m.media-amazon.com/images/I/614rw0J+31L._AC_SY355_.jpg,PEXPEL,19.99,1,1,,14.98,14.93,188,"477,045",US,7.16,1,3.8,14,9.0,0,Pexpel,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.13 x 2.64 x 3.27 in,0.33,,"Sep 23, 2025",,No,8.0,Pexpel,plug in fly trap
146.0,"Phosooy 2 Packs Plug-in Mosquito Traps with 10 Glue Boards, Indoor Wall Insect Catchers with 365nm Blue-Violet Lights for Mosquitos, Moths, Fruit Flies, Gnats and Other Small Flying Bugs",B0D2KGJKYW,Electric Traps,https://www.amazon.com/dp/B0D2KGJKYW?psc=1,https://m.media-amazon.com/images/I/71KN5kzwIjL._AC_SY355_.jpg,Phosooy,18.99,35,35,,673.63,673.15,186,"241,050",US,7.37,1,3.9,47,8.0,0,EL MORADO LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.18 x 3.11 x 6.14 in,0.9,,"Jul 16, 2024",,No,22.0,EL MORADO LLC,plug in fly trap
136.0,"PIC FR10B 69060216325 Fly Ribbons Fruit Fly Traps for Indoors and Outdoors, Bug Trap for Winged Insects, Set of 10",B005V6ASZU,Sticky Traps,https://www.amazon.com/dp/B005V6ASZU?psc=1,https://m.media-amazon.com/images/I/71hjQ9A4y8L._AC_SY355_.jpg,PIC,8.99,400,400,100,"3,593.72","3,589.57",114,"32,039",US,4.26,6,4.1,"20,173",9.0,,Rocket Market LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.75 x 0.94 x 4.33 in,0.24,,"Sep 30, 2012",,No,164.0,Rocket Market LLC,fruit fly trap
66.0,"Plug-in Fly Trap & Nightlight - Indoor Insect Catcher for Mosquitoes, Gnats, Fruit Flies with RGB Night Lamp for Home, Kitchen, Office (White, 1 Bug Light Device with 5 Sticky Pads)",B0F1DKS8DJ,Electric Traps,https://www.amazon.com/dp/B0F1DKS8DJ?psc=1,https://m.media-amazon.com/images/I/61bwLe-EGaL._AC_SY355_.jpg,Praxse,13.99,20,10,,238.84,123.04,181,"190,803",US,5.96,1,4.1,80,8.0,0,Praxse,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.12 x 1.57 x 2.71 in,0.24,,"Apr 30, 2025",,No,13.0,Praxse,plug in fly trap
147.0,"Qualirey 1 Pack Fruit Fly Traps for Indoors, Plug in Fly Trap Indoor with UV Light, Flying Insect Trap Mosquito Catcher Killer for Gnat, Moth, Flies with 24 Pcs Glue Boards",B0DP9J8CMZ,Electric Traps,https://www.amazon.com/dp/B0DP9J8CMZ?psc=1,https://m.media-amazon.com/images/I/71TWcQBDWZL._AC_SY355_.jpg,Qualirey,8.99,16,16,,140.17,139.91,172,"396,432",US,5.47,1,3.9,10,7.0,0,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.75 x 3.23 x 3.31 in,0.42,,"Feb 10, 2025",,No,15.0,Monamii,plug in fly trap
53.0,"Qualirey 4 Pack Fruit Fly Trap Refill Liquid, 0.68oz/ Bottle Liquid Fruit Fly Traps for Indoors Non Toxic Safe Near Food, Effective Lure Refill for Indoor and Kitchen Use, Red",B0DCNZVXTP,Lure,https://www.amazon.com/dp/B0DCNZVXTP?psc=1,https://m.media-amazon.com/images/I/81ZSdAgJb+L._AC_SY355_.jpg,Qualirey,8.99,"2,053","1,485","1,000","25,651.84","14,819.65",175,"3,892",US,4.65,1,4.4,663,8.0,21,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.84 x 1.34 x 2.76 in,0.24,,"Sep 5, 2024",,No,20.0,Monamii,fruit fly trap
51.0,"Qualirey 6 Pack Fruit Fly Trap Refill Liquid, 0.68oz Per Bottle Liquid Fruit Fly Traps for Indoors, Non Toxic Bait Safe Near Pets, Food and Kids, Lure Refill for Home Kitchen",B0D4DY85H3,Lure,https://www.amazon.com/dp/B0D4DY85H3?psc=1,https://m.media-amazon.com/images/I/81mn6JqAUwL._AC_SY355_.jpg,Qualirey,9.95,"2,128","1,067",800,"28,015.69","12,787.11",174,"4,142",US,5.96,1,4.4,702,8.0,12,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,3.50 x 2.80 x 2.83 in,0.35,,"May 17, 2024",,No,24.0,Monamii,fruit fly trap
126.0,"Qualirey Fruit Fly Trap for Indoors, 4 Pack Fruit Fly Trap with 4 Refill Liquid and 60 Yellow Sticky Pads, Safe Near Pets, Food and Kids, Fruit Flies Lure Liquid Trap for Home Kitchen",B0D4VMGP5K,Lure,https://www.amazon.com/dp/B0D4VMGP5K?psc=1,https://m.media-amazon.com/images/I/71uMXYb8t0L._AC_SY355_.jpg,Qualirey,15.99,90,50,,"1,807.48","1,000.67",183,"115,711",US,8.28,1,4.1,68,8.0,6,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.21 x 2.44 x 6.38 in,0.77,,"Jun 11, 2024",,No,23.0,Monamii,fruit fly trap
104.0,"Qualirey 3 Pack Fruit Fly Traps for Indoors, Fruit Fly Killer and Catcher, Trap Refill Liquid for Home & Kitchen, Non Toxic Safe Near Food, Effective Lure Refill for Indoor Use",B0FB88DYSL,Lure,https://www.amazon.com/dp/B0FB88DYSL?psc=1,https://m.media-amazon.com/images/I/81irijpB7HL._AC_SY355_.jpg,Qualirey,7.99,48,32,,411.9,256.18,176,"131,415",US,4.59,1,3.3,86,8.0,0,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,2.48 x 1.65 x 2.40 in,0.18,,"Jun 14, 2025",,No,11.0,Monamii,fruit fly trap
60.0,"Raid Essentials Flying Insect Light Trap Refills, 2 Light Trap Refill Cartridges, Featuring Light Powered Attraction",B0BF6ZFVGQ,Electric Traps,https://www.amazon.com/dp/B0BF6ZFVGQ?psc=1,https://m.media-amazon.com/images/I/71Et4bcyo2L._AC_SY355_.jpg,Raid,7.99,315,315,"1,000","2,516.08","2,512.90",116,"3,255",AMZ,4.21,15,4.5,"3,385",9.0,4,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,5.59 x 1.54 x 3.15 in,0.04,,"Feb 13, 2023",,No,39.0,Amazon,fruit fly trap
56.0,"Raid Essentials Flying Insect Light Trap Starter Kit, 1 Plug-in Device + 1 Cartridge, Featuring Light Powered Attraction",B0BWK914GM,Electric Traps,https://www.amazon.com/dp/B0BWK914GM?psc=1,https://m.media-amazon.com/images/I/81OxVzU+ipL._AC_SY355_.jpg,Raid,16.37,225,510,300,"3,795.37","8,422.63",120,"22,342",US,8.0,15,3.8,"4,118",9.0,1,Confectioned Deals,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.30 x 3.54 x 5.08 in,0.29,,"Apr 13, 2023",,No,37.0,Confectioned Deals,plug in fly trap
63.0,"Raid Essentials Flying Insect Light Trap Starter Kit, 2 Plug-in Devices + 2 Cartridges, Featuring Light Powered Attraction",B0BF751CGY,Electric Traps,https://www.amazon.com/dp/B0BF751CGY?psc=1,https://m.media-amazon.com/images/I/816cXGxNf8L._AC_SY355_.jpg,Raid,24.0,154,265,100,"3,648.97","6,278.20",122,"29,440",US,10.19,19,3.9,"1,870",9.0,1,Nextwave Deals,"Patio, Lawn & Garden",Large Standard-Size,FBA,8.54 x 3.11 x 6.77 in,0.66,,"Feb 7, 2023",,No,39.0,Nextwave Deals,plug in fly trap
29.0,"Raid Essentials Fruit Fly Trap, Made with Essential Oils, Child and Pet Safe, 5.4 oz",B09GDHSW99,Lure,https://www.amazon.com/dp/B09GDHSW99?psc=1,https://m.media-amazon.com/images/I/71nM6HPZ8VL._SX342_.jpg,Raid,6.99,"4,812","4,812","3,000","33,635.69","33,587.46",84,"1,339",AMZ,4.18,2,3.7,"4,147",11.0,41,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,2.87 x 2.36 x 2.42 in,0.42,,"Sep 15, 2021",,No,56.0,Amazon,fruit fly trap
45.0,"20 Pack Trap Refill Compatible with Saferr Home Fly Trap Refill, Applicable to SH502、SH503、23005-06 and DT3005W、DT3005W-DS3, Indoor Fly Trap Plug-in Insect Trap Replacement (20)",B0CXPR183Q,Electric Traps,https://www.amazon.com/dp/B0CXPR183Q?psc=1,https://m.media-amazon.com/images/I/71oN7tf6o1L._AC_SY355_.jpg,Raindot,6.79,"1,391","1,391",800,"10,713.53","10,699.50",177,"6,761",US,3.74,1,4.7,"1,819",7.0,14,Long & Wen,"Patio, Lawn & Garden",Small Standard-Size,FBA,7.80 x 0.75 x 3.23 in,0.4,,"Apr 11, 2024",,No,25.0,Long & Wen,plug in fly trap
44.0,"Bug Zapper Outdoor/Indoor, Mosquito Zapper 4200V High Powered Waterproof Electronic Mosquito Killer, 15W UVA Mosquito Lamp Bulb, Fly Traps Patio Insects Killer (Black and White) (Dark Black)",B0GHF18DLD,Electric Traps,https://www.amazon.com/dp/B0GHF18DLD?psc=1,https://m.media-amazon.com/images/I/81TDwBVhroL._AC_SY355_.jpg,Raindot,26.99,"3,086","2,265","1,000","73,769.05","54,026.89",190,"3,925",US,11.2,1,3.9,99,7.0,48,Long & Wen,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.06 x 6.42 x 6.73 in,1.9,,"Mar 3, 2026",,No,2.0,Long & Wen,flying insect trap
47.0,"RESCUE! Reusable Indoor Fruit Fly Traps with Non-Toxic Liquid Attractant - 2 Traps, 2-Pack (4 Traps)",B08BSQZ44C,Lure,https://www.amazon.com/dp/B08BSQZ44C?psc=1,https://m.media-amazon.com/images/I/71qzNGHbhzL._AC_SY355_.jpg,RESCUE!,19.9,296,296,200,"4,627.03","4,626.70",100,"33,680",US,6.69,6,4.2,308,7.0,1,Sebago Distribution,"Patio, Lawn & Garden",Large Standard-Size,FBA,8.43 x 2.24 x 5.00 in,0.75,,"Jun 24, 2020",,No,71.0,Sebago Distribution,fruit fly trap
66.0,RESCUE! Fruit Fly Trap Bait Refill – 30 Day Supply – 10 Pack,B00MP3DZ4I,Lure,https://www.amazon.com/dp/B00MP3DZ4I?psc=1,https://m.media-amazon.com/images/I/81b9qKLh8sL._AC_SY355_.jpg,RESCUE!,20.73,82,82,50,"1,158.18","1,157.75",60,"78,164",US,7.71,18,4.5,186,7.0,1,Charm and Heritage,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.29 x 3.82 x 6.02 in,0.95,,"May 17, 2015",,No,132.0,Charm and Heritage,fruit fly trap
83.0,RESCUE! Fruit Fly Trap Bait Refill – 30 Day Supply – 2 Pack,B01GF2D5HQ,Lure,https://www.amazon.com/dp/B01GF2D5HQ?psc=1,https://m.media-amazon.com/images/I/81hgqkM-cNL._AC_SY355_.jpg,RESCUE!,9.99,104,104,50,894.02,893.56,59,"58,622",US,3.76,7,4.4,601,8.0,0,What America Buys,Sports & Outdoors,Large Standard-Size,FBA,6.46 x 1.34 x 4.13 in,0.15,,"May 31, 2016",,No,120.0,What America Buys,fruit fly trap
132.0,"RESCUE! Fruit Fly Traps (Set of 2 Traps) – Reusable, Includes Liquid Bait Attractant",B00MMOTZQ2,Lure,https://www.amazon.com/dp/B00MMOTZQ2?psc=1,https://m.media-amazon.com/images/I/71MnELJOWcL._AC_SY355_.jpg,RESCUE!,7.99,73,73,,592.37,591.54,84,"105,699",,4.44,13,3.7,"2,056",7.0,0,,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.38 x 2.32 x 4.17 in,0.35,,"Aug 24, 2017",,No,105.0,,fruit fly trap
116.0,RESCUE! Fruit Fly Trap Bait Refill - 30 Day Supply,B0155Q0NRS,Lure,https://www.amazon.com/dp/B0155Q0NRS?psc=1,https://m.media-amazon.com/images/I/71NcUCAB7lL._AC_SY355_.jpg,RESCUE!,5.26,139,139,100,583.3,582.44,50,"59,270",US,3.33,19,4.2,133,7.0,1,Global Link MD,"Patio, Lawn & Garden",Small Standard-Size,FBA,6.73 x 0.67 x 4.17 in,0.09,,"May 2, 2016",,No,120.0,Global Link MD,fruit fly trap
67.0,"RSVP Endurance Kitchen Collection Ceramic Fruit Fly Trap, Stainless Steel Lid, Dishwasher Safe, 3.25x2.5",B071FVCYFW,Passive attractor,https://www.amazon.com/dp/B071FVCYFW?psc=1,https://m.media-amazon.com/images/I/51t26Z7KM9L._AC_SY355_.jpg,RSVP International,18.95,143,143,100,"2,688.17","2,688.09",104,"58,198",US,8.18,3,4.1,"2,347",7.0,,MySecretPantry,"Patio, Lawn & Garden",Large Standard-Size,FBA,3.74 x 3.03 x 3.70 in,0.71,,"Sep 14, 2017",,No,104.0,MySecretPantry,fruit fly trap
65.0,"RSVP Reusable Ceramic Fruit Fly Trap for Indoors – Kitchen Fly Catcher Jar with Stainless Steel Vent Lid, Eco-Friendly & Dishwasher Safe Design, Uses Natural Vinegar Bait (Black)",B0BFSP7NKT,Passive attractor,https://www.amazon.com/dp/B0BFSP7NKT?psc=1,https://m.media-amazon.com/images/I/6158TPUhhUL._AC_SY355_.jpg,RSVP International,12.99,202,202,100,"2,628.24","2,626.12",178,"38,349",US,6.15,5,4.3,110,8.0,1,Product Movement,Kitchen & Dining,Large Standard-Size,FBA,3.78 x 3.19 x 3.66 in,0.73,,"Sep 15, 2022",,No,44.0,Product Movement,fruit fly trap
42.0,"Safer Home Indoor Plug-in Fly Trap - SH502-1R5SR - Effective Fruit Fly Traps for Indoors, Gnat Traps for House Indoor, 400 Sq Ft Protection - Style: 1 Device + 5 Glue Cards",B0DK2FXQJL,Electric Traps,https://www.amazon.com/dp/B0DK2FXQJL?psc=1,https://m.media-amazon.com/images/I/71uDs8QQ9aL._AC_SY355_.jpg,Safer Home,17.99,"2,894","1,504",500,"57,617.34","27,038.91",172,"6,533",AMZ,8.31,1,4.5,"1,872",8.0,25,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,9.57 x 3.15 x 6.50 in,0.55,,"Nov 8, 2024",,No,18.0,Amazon,fruit fly trap
64.0,40 Pack Refill Glue Cards Compatible with Safer Home SH502 and Dynatrap DT3005W Dot Indoor Fly Trap Plug-in Insect Trap Replacement Sticky Glue Boards,B0BT9L5GHX,Electric Traps,https://www.amazon.com/dp/B0BT9L5GHX?psc=1,https://m.media-amazon.com/images/I/61T6p+h+RrL._AC_SY355_.jpg,Shootingstar,9.99,"4,386","4,386","2,000","43,796.23","43,752.22",150,"1,474",US,4.51,1,4.8,"2,789",6.0,28,Shootingstar LLC,"Patio, Lawn & Garden",Small Standard-Size,FBA,10.20 x 0.75 x 6.65 in,0.82,,"Feb 17, 2023",,No,39.0,Shootingstar LLC,plug in fly trap
69.0,"Electric Bug Zapper, Rechargeable Portable Mosquito Zapper with USB Charging, Indoor Outdoor Fly Zapper & Insect Trap, High Efficiency Fruit Fly Killer with Safety Shield for Patio and Home",B0GRMX2FSP,Electric Traps,https://www.amazon.com/dp/B0GRMX2FSP?psc=1,https://m.media-amazon.com/images/I/61Yhoy-rkTL._AC_SY355_.jpg,SonicPulse,20.99,434,434,200,"8,899.37","8,894.95",189,"63,507",US,7.5,1,2.4,8,7.0,1,LUCKY THUNDER,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.99 x 4.02 x 4.10 in,0.45,,"May 1, 2026",,No,0.0,LUCKY THUNDER,flying insect trap
49.0,"Bug Zapper Outdoor Indoor, 4200V Electric Mosquito Killer with 15W UV Light, IPX4 Waterproof Insect Trap for Yard, Home, Garden",B0GJSZ4ZBX,Electric Traps,https://www.amazon.com/dp/B0GJSZ4ZBX?psc=1,https://m.media-amazon.com/images/I/716H7xmCnIL._AC_SY355_.jpg,SonicPulse,27.99,250,250,100,"6,591.86","6,589.22",127,"7,420",US,10.79,1,5.0,5,7.0,1,LUCKY THUNDER,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.89 x 5.75 x 6.67 in,1.46,,"Apr 28, 2026",,No,1.0,LUCKY THUNDER,flying insect trap
148.0,"Indoor Fly Trap Plug-in Device, Fruit Fly and Gnat Trap with 2 Traps and 6 Sticky Refills, Flying Insect Catcher for Mosquitoes, Moths, and Household Flying Bugs (2, White)",B0GS5PN65X,Electric Traps,https://www.amazon.com/dp/B0GS5PN65X?psc=1,https://m.media-amazon.com/images/I/71kKHMtKxlL._AC_SY355_.jpg,SQWJP,29.99,24,24,,719.76,719.51,172,"62,762",US,8.59,1,5.0,13,8.0,0,Golden Sunn Inc,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.02 x 3.23 x 3.90 in,0.37,,"May 14, 2026",,No,0.0,Golden Sunn Inc,plug in fly trap
36.0,"STEM Insect Trap - Indoor Fruit Fly & Gnat Pest Control for House, Home and Kitchen, Attracts & Traps Flying Bugs, Soft Blue Light - Includes 1 Plug-in Device & 3 Cartridges",B0F2DR1P47,Electric Traps,https://www.amazon.com/dp/B0F2DR1P47?psc=1,https://m.media-amazon.com/images/I/81Z4MdVQmiL._AC_SY355_.jpg,STEM,17.97,"5,003","3,618","1,000","85,676.35","64,970.96",173,"1,428",AMZ,8.11,1,4.6,"1,339",12.0,"1,157",Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,8.50 x 3.11 x 6.77 in,0.53,,"Jun 12, 2025",,No,11.0,Amazon,plug in fly trap | fruit fly trap
40.0,"STEM Flying Insect Trap - Indoor Fruit Fly & Gnat Catcher for Home, Kitchen & Any Room, Attracts & Traps Bugs, Soft Blue UV Light - Includes 1 Plug-in Device & 1 Cartridge",B0CKWKHT8X,Electric Traps,https://www.amazon.com/dp/B0CKWKHT8X?psc=1,https://m.media-amazon.com/images/I/81RRNAG33BL._AC_SY355_.jpg,STEM,12.59,"2,183","2,183","1,000","28,017.75","28,013.03",171,"2,211",AMZ,7.11,21,4.2,"2,322",11.0,10,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,6.34 x 3.54 x 6.30 in,0.64,,"Dec 8, 2023",,No,29.0,Amazon,plug in fly trap | fruit fly trap
57.0,"STEM Flying Insect Fan Trap for Indoor Bug Control, Attracts Mosquitoes, Fruit Flies, and House Flies, Plug-in Fan with UV Light, Starter Kit Includes 1 Device and 5 Glue Traps",B0DNGH7HYF,Electric Traps,https://www.amazon.com/dp/B0DNGH7HYF?psc=1,https://m.media-amazon.com/images/I/8176x5O6KtL._AC_SY355_.jpg,STEM,17.19,"3,674","3,674","2,000","81,117.29","81,089.61",176,"1,963",US,8.46,36,4.0,"1,739",11.0,76,Luminex Enterprise,"Patio, Lawn & Garden",Large Standard-Size,FBA,8.86 x 5.08 x 5.08 in,1.41,,"Dec 18, 2024",,No,17.0,Luminex Enterprise,plug in fly trap | flying insect trap | fruit fly trap
59.0,"STEM Insect Trap - Indoor Fruit Fly & Gnat Pest Control for House, Home and Kitchen, Attracts & Traps Flying Bugs, Soft Blue Light - Includes 1 Plug-in Device & 3 Cartridges",B0DSR38JKP,Electric Traps,https://www.amazon.com/dp/B0DSR38JKP?psc=1,https://m.media-amazon.com/images/I/81Z4MdVQmiL._AC_SY355_.jpg,STEM,17.97,"2,944","1,206","1,000","61,624.64","20,681.43",173,"2,445",AMZ,7.46,1,4.3,"1,034",11.0,30,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,6.42 x 3.43 x 5.20 in,0.31,,"Jan 23, 2025",,No,16.0,Amazon,plug in fly trap | fruit fly trap
61.0,"STEM Flying Insect Trap - Indoor Fruit Fly & Gnat Catcher for Home, Kitchen & Any Room, Attracts & Traps Bugs, Soft Blue UV Light - Includes 2 Plug-In Devices & 2 Cartridges",B0CP4L43TS,Electric Traps,https://www.amazon.com/dp/B0CP4L43TS?psc=1,https://m.media-amazon.com/images/I/81eK5Aur5ML._AC_SY355_.jpg,STEM,28.99,115,115,"1,000","3,342.45","3,341.28",173,"2,897",AMZ,8.11,3,4.2,774,11.0,15,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,10.16 x 6.65 x 6.73 in,0.75,,"Mar 26, 2024",,No,26.0,Amazon,plug in fly trap
43.0,Stem Kills Fruit Fly Trap: Fruit Fly Catcher With Botanical Extracts; 5.4 fl oz (Pack Of 1),B09GD8T863,Lure,https://www.amazon.com/dp/B09GD8T863?psc=1,https://m.media-amazon.com/images/I/71A4S4LEW5L._AC_SY355_.jpg,STEM,7.53,"1,536","1,536",800,"11,268.32","11,263.64",91,"7,953",AMZ,4.37,5,3.8,"1,987",14.0,6,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,2.83 x 2.36 x 2.40 in,0.42,,"Sep 15, 2021",,No,56.0,Amazon,fruit fly trap
122.0,"STEM Insect Light Trap Refill Cartridges, Indoor Fruit Fly Trap, Insecticide-Free Pest Control for Home, Attracts and Traps Flying Insects, Official STEM Refills - 3 Count",B0CP4J6PS8,Electric Traps,https://www.amazon.com/dp/B0CP4J6PS8?psc=1,https://m.media-amazon.com/images/I/81OcutxkGjL._AC_SY355_.jpg,STEM,9.98,595,595,300,"5,956.05","5,950.69",171,"14,825",AMZ,3.01,7,4.7,781,11.0,5,Amazon.com,"Patio, Lawn & Garden",Large Standard-Size,AMZ,5.67 x 1.54 x 3.15 in,0.11,,"Mar 15, 2024",,No,26.0,Amazon.com,fruit fly trap
82.0,"36 Pack Fruit Fly Traps for Indoors, Gnat Traps for House Indoor, Sticky Traps Fungus Gnats Killer for Mosquito and Flying Insects, Bug Pest Insect Catcher Killer for Houseplant",B07XLM4FWL,Sticky Traps,https://www.amazon.com/dp/B07XLM4FWL?psc=1,https://m.media-amazon.com/images/I/71GZTSBLTTL._AC_SY355_.jpg,Stingmon,7.99,"2,639","2,017","1,000","22,550.26","15,628.32",177,"3,681",US,4.71,1,4.4,"34,578",9.0,,Stingmon US,"Patio, Lawn & Garden",Small Standard-Size,FBA,5.08 x 0.47 x 3.07 in,0.07,,"Sep 21, 2019",,No,80.0,Stingmon US,fruit fly trap
92.0,"Cordless Fruit Fly Trap for Indoors and Outdoors – 2 Device + 10 Refills Rechargeable Gnat Traps for House Indoor with Replaceable Glue Boards, Safe & Odor-Free Sticky Hanging Fly Traps",B0G24MZB7W,Electric Traps,https://www.amazon.com/dp/B0G24MZB7W?psc=1,https://m.media-amazon.com/images/I/612LkOQzSmL._AC_SY355_.jpg,STOGA,49.99,37,6,,994.67,266.01,185,"115,703",,13.63,2,3.6,33,8.0,0,Altech Retail,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.77 x 4.96 x 6.57 in,1.81,,"Jan 13, 2026",Sponsored Brand Video,No,4.0,Altech Retail,plug in fly trap
15.0,"Super Ninja Fruit Fly Traps for Indoors - 4 Pack, Highly Effective Fruit Fly Catcher for Indoor Use for Home & Kitchen, Up to 3 Weeks of Performance per Bottle, Kid & Pet Friendly",B0D5DJ7V4P,Lure,https://www.amazon.com/dp/B0D5DJ7V4P?psc=1,https://m.media-amazon.com/images/I/71628Tc1YiL._AC_SX355_.jpg,Super Ninja,13.99,"18,963","14,050","10,000","278,715.79","196,421.28",179,142,US,6.02,1,3.8,"14,717",8.0,360,Impact USA,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.65 x 1.34 x 2.91 in,0.22,,"Jun 4, 2024",,No,23.0,Impact USA,fruit fly trap
35.0,"Super Ninja Fruit Fly Traps for Indoors - 2 Pack, Highly Effective Fruit Fly Catcher for Indoor Use for Home & Kitchen, Up to 3 Weeks of Performance per Bottle, Kid & Pet Friendly",B0D5DJBVCR,Lure,https://www.amazon.com/dp/B0D5DJBVCR?psc=1,https://m.media-amazon.com/images/I/81j-hUJka0L._AC_SY355_.jpg,Super Ninja,9.99,"18,963","2,191","1,000","278,715.79","21,863.82",179,142,US,4.65,1,3.8,"14,717",8.0,360,Impact USA,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.92 x 1.26 x 2.80 in,0.13,,"Jul 29, 2024",,No,22.0,Impact USA,fruit fly trap
