Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
49,Balea Med Ultra Sensitive Shampoo Pack of 3 x 250 ml,B006NW34VG,Irritated / Atopic,https://www.amazon.de/dp/B006NW34VG?psc=1,"https://m.media-amazon.com/images/I/61+uHcvawZL._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",Volans,10.29,195,178,100,"2,563.78","2,164.21",52,"9,069",DE,5.31,10,4.6,69,1,0,Alle Preise inkl. Mwst,Beauty,Extra Large Envelope,FBA,15.20 x 15.60 x 6.00 cm,0.9,N/A,"Dec 19, 2011",,No,174,Alle Preise inkl. Mwst
38,"DERMASENCE Vitop Forte Mild Care Shampoo, 200 ml - For Itchy & Dry Scalp, for Eczema & Sensitive Skin, Daily Care with Oats & Panthenol, Vegan, for Children & Adults",B09XRCMJB8,Irritated / Atopic,https://www.amazon.de/dp/B09XRCMJB8?psc=1,https://m.media-amazon.com/images/I/61YRqrFNWyL._AC_SY355_.jpg,DERMASENCE,12.14,144,144,50,"2,132.35","2,132.34",165,"11,185",N/A,5.64,20,4.5,79,6,5,Aromaölmanufaktur,Beauty,Extra Large Envelope,MFN,17.30 x 5.20 x 5.40 cm,0.26,N/A,"Apr 12, 2022",,No,50,Aromaölmanufaktur
33,Urtekram Nettle Shampoo Organic Anti-Dandruff 500 ml,B00K2VGTVG,Irritated / Atopic,https://www.amazon.de/dp/B00K2VGTVG?psc=1,https://m.media-amazon.com/images/I/61CTjMUGzYL._SY355_.jpg,Urtekram,8.7,272,205,100,"7,153.33","2,123.18",52,"9,211",AMZ,4.95,9,4.2,"1,248",6,14,Amazon,Beauty,Small Parcel,AMZ,19.20 x 6.30 x 6.40 cm,0.55,N/A,"May 2, 2014",,No,145,Amazon
61.2.,Maria Nila Anti-Dandruff Shampoo Head & Hair Heal I Anti-Inflammatory Shampoo for Men and Women Against Scalp Irritation I Stimulates Hair Growth,B06XY486ZH,Irritated / Atopic,https://www.amazon.de/dp/B06XY486ZH?psc=1,https://m.media-amazon.com/images/I/511jUO8jkuL._SY445_.jpg,Maria Nila,12.48,608,130,N/A,"19,158.54","1,951.50",145,"3,948",N/A,6.28,1,4.4,"1,959",6,0,Maria Nila by New Flag,Beauty,Large Envelope,FBA,10.90 x 3.90 x 3.90 cm,0.11,N/A,"Apr 26, 2017",,No,110,Maria Nila by New Flag
42,"ANNEMARIE BÖRLIND HAIR CARE BALANCE SHAMPOO (250 ml) - Anti-Schuppen-Shampoo, Beruhigung & Pflege für Empfindliche, Gereizte Kopfhaut, Lindert Juckreiz, Vegan",B0FKNK21FN,Irritated / Atopic,https://www.amazon.de/dp/B0FKNK21FN?psc=1,https://m.media-amazon.com/images/I/61RmMD23dyL._SY355_.jpg,ANNEMARIE BÖRLIND,12.56,270,129,50,"4,088.79","1,929.86",158,"6,364",DE,5.66,2,4.7,47,9,1,ANNEMARIE BÖRLIND EU,Kosmetik,Extra Large Envelope,FBA,14.90 x 4.90 x 5.00 cm,0.28,N/A,"Jul 31, 2025",,No,11,ANNEMARIE BÖRLIND EU
20,"Evolsin Eczema & Psoriasis Shampoo for Psoriasis, Eczema & Eczema on Scalp & Body I Without Cortison I Medical Device I For Neurodermatitis & Psoriasis Scalp",B07TZ9HV1S,Irritated / Atopic,https://www.amazon.de/dp/B07TZ9HV1S?psc=1,https://m.media-amazon.com/images/I/61scJ6ON4pL._SY355_.jpg,Evolsin,19.29,92,75,300,"2,529.68","1,724.93",157,"3,239",DE,6.86,12,4.2,"1,744",8,21,Evolsin,Beauty,Extra Large Envelope,FBA,18.40 x 5.50 x 5.70 cm,0.31,N/A,"Aug 21, 2019",,No,82,Evolsin
16,SIRIDERMA Care Basic Care Shampoo 250 ml Without Parabens and Silicone Vegan for Stressed Scalp,B07MCKSMMM,Irritated / Atopic,https://www.amazon.de/dp/B07MCKSMMM?psc=1,https://m.media-amazon.com/images/I/61cP7Qzrt4L._SY355_.jpg,SIRIDERMA,15.08,102,93,50,"1,897.17","1,722.70",95,"17,146",N/A,6.25,6,4.4,153,8,0,Schongau-apo,Beauty,Extra Large Envelope,MFN,18.40 x 4.80 x 4.90 cm,0.3,N/A,"Oct 17, 2018",,No,92,Schongau-apo
27.1.,Wella Professionals INVIGO SCALP BALANCE Pure Shampoo - Gentle Cleansing for Sensitive Scalp - with Soothing Allantoin White 300 ml,B0CH8K9NMR,Irritated / Atopic,https://www.amazon.de/dp/B0CH8K9NMR?psc=1,https://m.media-amazon.com/images/I/61na0I+S6dL._SY355_.jpg,Wella Professionals,7.47,558,161,50,"8,677.34","1,705.10",131,"3,223",N/A,4.28,27,4.4,884,6,36,,Beauty,Large Envelope,AMZ,14.00 x 3.00 x 3.00 cm,0.27,N/A,"Sep 4, 2023",,No,33,
9,"BIODERMA Nodé DS+ Anti-Dandruff Shampoo - Care for Hair and Scalp - Gently Cleans Reduces Sebum Secretion - Fresh, Light Fragrance - Prescribed by Dermatologists - Tube 125 ml",B09SKJM99R,Irritated / Atopic,https://www.amazon.de/dp/B09SKJM99R?psc=1,https://m.media-amazon.com/images/I/61hE-QiKzjL._SY355_.jpg,Bioderma,16.04,88,88,50,"1,661.68","1,661.67",175,"26,382",DE,7.34,35,4.5,984,8,12,DermoBox,Beauty,Small Parcel,FBA,25.60 x 6.40 x 16.80 cm,0.16,N/A,"Feb 15, 2022",,No,52,DermoBox
63.1.,Guhl Kopfhaut Sensitiv Shampoo - Inhalt: 250 ml - Haartyp: alle,B0B6ZWM925,Irritated / Atopic,https://www.amazon.de/dp/B0B6ZWM925?psc=1,https://m.media-amazon.com/images/I/71FUW+Fc1IL._SY355_.jpg,Guhl,2.76,412,412,400,"1,613.67","1,613.68",63,"2,596",AMZ,2.99,5,4.5,479,9,11,Amazon,Kosmetik,Large Envelope,AMZ,18.90 x 3.50 x 7.10 cm,0.3,N/A,"Jul 25, 2022",,No,47,Amazon
41,"Linola Shampoo 200ml – For Dry, Sensitive or eczema prone skin",B00E67IAXW,Irritated / Atopic,https://www.amazon.de/dp/B00E67IAXW?psc=1,https://m.media-amazon.com/images/I/61L+Uk-dygL._SY355_.jpg,Linola,14.45,101,101,50,"1,490.74","1,490.75",62,"17,275",N/A,6.64,21,4.4,"1,318",8,1,Schongau-apo,Beauty,Extra Large Envelope,MFN,16.31 x 4.39 x 6.81 cm,0.26,N/A,"Jun 13, 2008",,No,216,Schongau-apo
52,Terzolin® Gentle PSO Care Shampoo for Psoriasis Prone Scalp and Stubborn Dandruff 200 ml,B0GVJNQXZP,Irritated / Atopic,https://www.amazon.de/dp/B0GVJNQXZP?psc=1,https://m.media-amazon.com/images/I/512uqZzMCeL._SY355_.jpg,TERZOLIN,15.45,94,94,50,"1,486.89","1,486.90",88,"47,985",N/A,6.44,5,4.6,27,10,5,counterapo,Beauty,Large Envelope,MFN,15.90 x 3.50 x 5.70 cm,0.2,N/A,"Mar 31, 2026",,No,3,counterapo
14,RoyceDerm Seborrheic Psoriasis Scalp Shampoo: Neurodermatitis Anti-Dandruff Scalp Shampoo for Scalp & Body - Seborrheic Dermatitis Psoriasis Shampoo,B0D8JVCFZT,Irritated / Atopic,https://www.amazon.de/dp/B0D8JVCFZT?psc=1,https://m.media-amazon.com/images/I/71Wa0BprzKL._SY355_.jpg,Roycederm,20.16,212,65,50,"4,077.32","1,431.77",148,"7,610",US,6.77,2,4.1,"2,032",8,26,Icarus Foundry,Beauty,Extra Large Envelope,FBA,18.20 x 5.40 x 5.60 cm,0.33,N/A,"Jul 1, 2024",,No,23,Icarus Foundry
21,Set of 2: Elkaderm Neutrea Sensitive Shampoo 250 ml (Suitable for Allergy Sufferers),B00KBWEDCI,Irritated / Atopic,https://www.amazon.de/dp/B00KBWEDCI?psc=1,"https://m.media-amazon.com/images/I/41PbUL6skeL._SX355_PIbundle-2,TopRight,0,0_SX355SY309SH20_.jpg",Elkaderm,19.9,71,71,N/A,"1,403.68","1,403.70",84,"35,413",DE,6.41,3,4.7,80,1,0,hair & beauty center,Beauty,Extra Large Envelope,MFN,17.90 x 4.90 x 9.80 cm,0.57,N/A,"Jun 19, 2014",,No,144,hair & beauty center
20,Wella Professionals Wella Ultimate Repair Shampoo - Deep Cleansing Shampoo with Metal Purifier Technology - Repairing Moisturising Shampoo,B0C4PQKTGP,,https://www.amazon.de/dp/B0C4PQKTGP?psc=1,https://m.media-amazon.com/images/I/6142OJwVbHL._SX342_.jpg,Wella Professionals,9.08,"1,873",148,N/A,"41,951.69","1,349.96",138,497,AMZ,5.3,16,4.5,"1,881",6,149,Amazon,Beauty,Large Envelope,AMZ,11.10 x 3.90 x 4.10 cm,0.12,N/A,"May 9, 2023",,No,37,Amazon
43.2.,Wella Professionals Elements Renewing Shampoo – sulfat- & silikonfreie Pflege für empfindliche & juckende Kopfhaut – mit Aloe Vera & Vitamin E – beruhigend & feuchtigkeitsspendend,B0CHJH4TW9,Irritated / Atopic,https://www.amazon.de/dp/B0CHJH4TW9?psc=1,https://m.media-amazon.com/images/I/61cMNbHrZzL._SX342_.jpg,Wella Professionals,7.22,720,179,N/A,"13,112.46","1,345.07",179,"4,099",N/A,3.38,5,4.6,430,6,21,Haarboutique,Beauty,Extra Large Envelope,FBA,11.10 x 4.10 x 4.10 cm,0.1,N/A,"Sep 7, 2023",,No,33,Haarboutique
43,Bioxcin Keratin & Argan Repair Shampoo 300 Ml - Verwittertes und beschädigtes Haar,B0BWFMKW31,,https://www.amazon.de/dp/B0BWFMKW31?psc=1,https://m.media-amazon.com/images/I/718+U2dhGtL._SY355_.jpg,Bioxcin,7.1,157,157,100,"1,328.40","1,328.41",82,"15,287",DE,3.72,6,4.5,364,6,1,Whole Basket,Beauty,Extra Large Envelope,FBA,16.50 x 4.90 x 11.10 cm,0.38,N/A,"Mar 9, 2023",,No,39,Whole Basket
52.1.,"Urtekram Fragrance Free Shampoo – Zertifiziertes Bio-Shampoo Vegan, Parfümfrei für empfindliche Kopfhaut, Aloe Vera & Glycerin, sanfte Reinigung & Feuchtigkeit, 250 ml (1er Pack)",B09GG91T8M,Irritated / Atopic,https://www.amazon.de/dp/B09GG91T8M?psc=1,https://m.media-amazon.com/images/I/61f83PUYmLL._SY355_.jpg,Urtekram,6.64,670,144,50,"7,915.28","1,312.57",178,"3,086",N/A,3.08,9,4.3,945,6,29,Amazon,Kosmetik,Extra Large Envelope,AMZ,17.10 x 4.90 x 5.00 cm,0.29,N/A,"Sep 16, 2021",,No,57,Amazon
12,Joanna Ultra Color - Shampoo für Rosa Blond-Töne - Stärkendes revitalisierendes Haar-Shampoo - Farbauffrischung & Haarpflege - Neutralisiert gelblichen Farbton - 200 ml,B076H44J37,,https://www.amazon.de/dp/B076H44J37?psc=1,https://m.media-amazon.com/images/I/610QNtrLvvL._SY355_.jpg,Joanna,5.51,282,187,50,"1,963.90","1,253.70",168,"7,465",LV,3.23,9,4.1,"1,650",7,15,EdelMarkt,Beauty,Large Envelope,FBA,16.40 x 3.20 x 6.30 cm,0.23,N/A,"Oct 18, 2017",,No,104,EdelMarkt
13,"Elkaderm Neutrea Plus 5% Urea Shampoo, 1000 ml, Unscented",B00JR10J4A,Irritated / Atopic,https://www.amazon.de/dp/B00JR10J4A?psc=1,https://m.media-amazon.com/images/I/61VFvbZGwCL._SY355_.jpg,Elkaderm,29.85,37,37,N/A,"1,232.10","1,232.08",57,"49,324",DE,8.31,7,4.4,118,4,0,Haarfritzen,Beauty,Small Parcel,MFN,26.80 x 10.30 x 10.40 cm,1.09,N/A,"Apr 17, 2014",,No,146,Haarfritzen
58,"PHYSIOGEL Scalp Care Extra mildes Shampoo 200 ml - Kids Edition - milde Reinigung und Pflege für irritierte, gereizte, trockene Kopfhaut - Irritationen minderndes Feuchtigkeitsshampoo",B0F9LGCKF2,Irritated / Atopic,https://www.amazon.de/dp/B0F9LGCKF2?psc=1,https://m.media-amazon.com/images/I/71qseV4nWuL._SY355_.jpg,Physiogel,13.36,75,75,50,"1,187.93","1,187.91",183,"3,277",AMZ,5.47,12,4.8,12,6,2,Amazon,Baby,Large Envelope,AMZ,17.80 x 3.70 x 8.20 cm,0.25,N/A,"May 22, 2025",,No,13,Amazon
31,DUCRAY Kelual Squanorm Shampoo Dry Dandruff Removes 100% Dandruff Probiotic Science Technology Moisturising 2 Months Relapse Protection Itchy Scalp 200 ml,B0DSGJF9SF,Irritated / Atopic,https://www.amazon.de/dp/B0DSGJF9SF?psc=1,https://m.media-amazon.com/images/I/51mLaNrbU0L._SX342_.jpg,Ducray,13.87,88,88,50,"1,184.92","1,184.95",154,"22,063",N/A,4.97,15,4.1,70,7,5,,Beauty,Large Envelope,MFN,15.60 x 3.30 x 13.00 cm,0.25,N/A,"Jan 10, 2025",,No,17,
41,"LOGONA Naturkosmetik Sensitiv Shampoo für natürlich gesundes Haar, Geeignet für empfindliche, sensible Kopfhaut, Mildes Haarshampoo mit veganer Formel aus Bio Ringelblume, 1 x 250 ml",B005PO64BK,Irritated / Atopic,https://www.amazon.de/dp/B005PO64BK?psc=1,https://m.media-amazon.com/images/I/71rWP4xbxZL._AC_SY355_.jpg,LOGONA Naturkosmetik,6.78,149,149,50,"1,122.27","1,122.24",182,"14,183",AMZ,3.34,9,4.5,378,7,2,Amazon,Kosmetik,Large Envelope,AMZ,16.60 x 3.90 x 6.50 cm,0.29,N/A,"May 4, 2010",,No,193,Amazon
51,Ducray Elution Rebalancing Shampoo 200ml,B01H5XNSI0,Irritated / Atopic,https://www.amazon.de/dp/B01H5XNSI0?psc=1,https://m.media-amazon.com/images/I/61i3H8a342L._AC_SY355_.jpg,Ducray,15.12,79,68,N/A,"1,487.63","1,032.98",40,"21,705",DE,N/A,3,4.4,398,8,6,FAAR OnlineApotheke,Beauty,Extra Large Envelope,MFN,17.60 x 4.29 x 7.59 cm,0.23,N/A,"Jul 25, 2014",,No,143,FAAR OnlineApotheke
43.1.,Wella Professionals Elements Renewing Shampoo – sulfat- & silikonfreie Pflege für empfindliche & juckende Kopfhaut – mit Aloe Vera & Vitamin E – beruhigend & feuchtigkeitsspendend,B0CHLT8931,Irritated / Atopic,https://www.amazon.de/dp/B0CHLT8931?psc=1,https://m.media-amazon.com/images/I/61FujloHwFL._SX342_.jpg,Wella Professionals,21.26,720,40,N/A,"13,112.46","1,016.28",179,"4,099",N/A,7.05,6,4.6,430,6,21,,Kosmetik,Small Parcel,AMZ,24.50 x 7.90 x 14.70 cm,1.1,N/A,"Sep 8, 2023",,No,33,
1,Node by Bioderma Fluide: Non-Detergent Fluid Shampoo 400ml,B002D4F100,Irritated / Atopic,https://www.amazon.de/dp/B002D4F100?psc=1,https://m.media-amazon.com/images/I/61MW4X-JA6L._SY355_.jpg,Bioderma,18.33,72,59,N/A,948.33,823.43,58,"40,856",NL,5.43,9,4.2,818,4,10,Beauty by Filou,Beauty,Small Parcel,MFN,19.10 x 6.10 x 6.20 cm,0.47,N/A,"Jan 15, 2012",,No,173,Beauty by Filou
58,Ducray Sensinol Champu 400 ml,B08829W1WX,Irritated / Atopic,https://www.amazon.de/dp/B08829W1WX?psc=1,https://m.media-amazon.com/images/I/619C91GD9CL._SY355_.jpg,Ducray,19.9,28,28,N/A,699.81,699.84,29,"85,979",PT,8.26,8,4.2,360,1,1,BOC Online,Beauty,Extra Large Envelope,MFN,18.60 x 5.00 x 6.20 cm,0.44,N/A,"Apr 24, 2020",,No,74,BOC Online
4,"Vichy Dercos Technique Shampoo for Treating Sensitive Scalp, Nourishes and Repairs Anti-Itch Silicone-Free Shampoo for Oily Hair and Sensitive Scalps, 200 ml",B091CM97D8,Irritated / Atopic,https://www.amazon.de/dp/B091CM97D8?psc=1,https://m.media-amazon.com/images/I/61bTmTKsx1L._SX355_.jpg,La Roche-Posay,13.03,37,37,N/A,623.32,623.3,157,"23,796",AMZ,6.99,3,4.4,19,1,4,Amazon,Beauty,Extra Large Envelope,AMZ,17.20 x 4.90 x 5.00 cm,0.25,N/A,"Jun 26, 2021",,No,60,Amazon
53,Ducray Extra-gentle Shampoo 400ml,B0052ED0TM,Irritated / Atopic,https://www.amazon.de/dp/B0052ED0TM?psc=1,https://m.media-amazon.com/images/I/51972eu1l1L._SX342_.jpg,Ducray,10.78,43,43,N/A,593.62,593.63,33,"22,060",AMZ,3.86,17,4.5,605,1,1,Amazon,Beauty,Extra Large Envelope,AMZ,20.10 x 4.60 x 6.70 cm,0.46,N/A,"Aug 17, 2012",,No,166,Amazon
5,Bioderma Nodé Fluide 3401573697197 Hair Shampoo 400 ml,B005ZGHCGY,Irritated / Atopic,https://www.amazon.de/dp/B005ZGHCGY?psc=1,https://m.media-amazon.com/images/I/61Qa9ci9PoL._SY355_.jpg,Bioderma,12.01,44,44,N/A,547.4,547.4,54,"20,055",FR,5.27,12,4.2,138,7,0,Cocooncenter,Beauty,Extra Large Envelope,MFN,18.80 x 6.00 x 6.00 cm,0.47,N/A,"Dec 13, 2017",,No,102,Cocooncenter
6,Bioderma NODE Shampoo 400 + 400 ml Pack of 2,B00DW3IV76,Irritated / Atopic,https://www.amazon.de/dp/B00DW3IV76?psc=1,"https://m.media-amazon.com/images/I/6136d5s7buL._SY355_PIbundle-2,TopRight,0,0_AA355SH20_.jpg",Bioderma,35.7,16,16,N/A,523.08,523.08,44,"77,180",N/A,9.83,4,4.4,713,4,3,Amazon,Beauty,Small Parcel,FBA,19.20 x 6.20 x 12.50 cm,0.94,N/A,"Feb 7, 2013",,No,160,Amazon
50,DUCRAY Anaphase Shampoo for Temporary Hair Loss Strengthens & Accelerates Growth Amino Acids and Minerals +81% Stronger Hair Visibly More Volume Powerless Hair 400 ml,B0FB9PFHVS,,https://www.amazon.de/dp/B0FB9PFHVS?psc=1,https://m.media-amazon.com/images/I/514kz06mGmL._SX342_.jpg,Ducray,17.82,24,24,N/A,500.12,500.13,166,"40,616",N/A,6.21,16,3.3,3,8,0,,Beauty,Extra Large Envelope,MFN,18.80 x 4.80 x 7.10 cm,0.45,N/A,"May 30, 2025",,No,13,
54,DUCRAY Elution Anti-Dandruff Accompanying Care Shampoo Protects Microbiome Piroctone Olamine Prevents Relapses Particularly Mild For Sensitive Scalp & Coloured Hair 200 ml,B0DB5Y57M1,Irritated / Atopic,https://www.amazon.de/dp/B0DB5Y57M1?psc=1,https://m.media-amazon.com/images/I/51T9EQwne4L._SX342_.jpg,Ducray,11.01,29,29,N/A,456.7,456.74,171,"34,468",AMZ,6.04,13,4.3,14,6,2,Amazon,Beauty,Large Envelope,AMZ,15.60 x 3.40 x 5.70 cm,0.23,N/A,"Aug 14, 2024",,No,22,Amazon
38,Ducray Ducray Elution Shampoo 2 x 400 ml,B07GWN2TBS,Irritated / Atopic,https://www.amazon.de/dp/B07GWN2TBS?psc=1,"https://m.media-amazon.com/images/I/51sPOVw8tgL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Ducray,30.92,79,11,N/A,"1,487.63",454.63,40,"21,705",N/A,8.98,4,4.4,398,1,6,NEOLUXESTORE,Beauty,Small Parcel,FBA,19.70 x 7.30 x 12.40 cm,0.91,N/A,"Jun 12, 2019",,No,84,NEOLUXESTORE
13,Bioderma Nodé A Soothing Shampoo 400ml,B0052ECRUA,Irritated / Atopic,https://www.amazon.de/dp/B0052ECRUA?psc=1,https://m.media-amazon.com/images/I/51hAfqhPkdL._SY355_.jpg,Bioderma,14.8,27,27,N/A,432.15,432.14,38,"72,834",FR,5.69,6,4.3,762,1,N/A,Cocooncenter,Beauty,Extra Large Envelope,MFN,19.10 x 5.80 x 6.00 cm,0.46,N/A,"Aug 30, 2012",,No,166,Cocooncenter
45,DUCRAY Kelual Squanorm Shampoo Dry Dandruff Removes 100% Dandruff Probiotic Science Technology Moisturising 2 Months Relapse Protection Itchy Scalp 400 ml,B0DJQZN9GW,Irritated / Atopic,https://www.amazon.de/dp/B0DJQZN9GW?psc=1,https://m.media-amazon.com/images/I/51PZNfBATCL._SX342_.jpg,Ducray,18.74,21,21,N/A,429.09,429.08,154,"97,030",N/A,5.8,20,4.3,52,8,2,,Beauty,Small Parcel,MFN,20.60 x 7.70 x 10.60 cm,0.49,N/A,"Oct 9, 2024",,No,20,
57,Ducray Anaphase Shampoo for Chronic Hair Loss Strengthens and Revitalises – Increases Active Ingredient Absorption by 4.6 Times in Minoxidil Therapy – For Thinning Hair – 200 ml,B07H3Q74YR,,https://www.amazon.de/dp/B07H3Q74YR?psc=1,https://m.media-amazon.com/images/I/516NlVxmZpL._SX342_.jpg,Ducray,17.55,31,31,N/A,382.04,382.03,177,"31,586",NL,5.8,9,4.5,839,9,5,apodiscounter,Beauty,Extra Large Envelope,MFN,18.69 x 5.41 x 7.11 cm,0.24,N/A,"Sep 14, 2018",,No,93,apodiscounter
23,DUCRAY-SQUANORM SH FORF SECC 200,B07283S8RM,Irritated / Atopic,https://www.amazon.de/dp/B07283S8RM?psc=1,https://m.media-amazon.com/images/I/61sKAeRfC3L._SY355_.jpg,Ducray,15.94,19,19,N/A,365.73,365.75,32,"32,063",BG,5.66,4,4,121,6,1,AR First Aid,Beauty,Extra Large Envelope,MFN,16.40 x 4.20 x 7.20 cm,0.26,N/A,"Nov 18, 2016",,No,115,AR First Aid
14,"Bioderma Nodé K Shampoo, 150 ml",B002WZHTXM,Irritated / Atopic,https://www.amazon.de/dp/B002WZHTXM?psc=1,https://m.media-amazon.com/images/I/61-D2kwlNxL._SY355_.jpg,Bioderma,14.5,18,18,N/A,330.58,330.6,31,"46,282",DE,6.79,30,4.5,684,4,0,DermoBox,Beauty,Extra Large Envelope,FBA,16.20 x 5.70 x 9.70 cm,0.19,N/A,"Dec 17, 2008",,No,210,DermoBox
27,BIODERMA ABCDerm Baby Shampoo - Gentle Cleansing of Children's Sensitive Scalp - Does Not Burn in the Eyes - Respects Hair Balance - Bottle 200 ml,B0052EF5A4,Irritated / Atopic,https://www.amazon.de/dp/B0052EF5A4?psc=1,https://m.media-amazon.com/images/I/51k7OHdL26L._SY355_.jpg,Bioderma,12.02,23,23,N/A,324.44,324.47,146,"36,687",FR,N/A,15,4.4,404,1,1,Cosmeco,Beauty,Extra Large Envelope,FBA,15.90 x 4.50 x 4.80 cm,0.25,N/A,"Feb 27, 2012",,No,172,Cosmeco
20,Ducray Elution Dermo-protective Treatment Shampoo 400ml,B0052ECZUM,Irritated / Atopic,https://www.amazon.de/dp/B0052ECZUM?psc=1,https://m.media-amazon.com/images/I/51TiSx5gx6L._SY355_.jpg,Ducray,20.29,12,12,N/A,271.51,271.51,55,"96,922",N/A,6.76,2,4.3,182,1,0,europetrade,Beauty,Extra Large Envelope,FBA,18.60 x 4.90 x 7.20 cm,0.45,N/A,"Aug 7, 2012",,No,166,europetrade
40,"Ducray Extra-Mild Scalp Protection Shampoo, Dermatological Hair Care for Babies, Children and Adults, Particularly Compatible, Clinically Tested, 200 ml",B09W1LG3K1,Irritated / Atopic,https://www.amazon.de/dp/B09W1LG3K1?psc=1,https://m.media-amazon.com/images/I/41Nnt892caL._AC_SX342_.jpg,Ducray,10.92,16,16,N/A,216.61,216.6,152,"80,011",DE,5.67,15,4.2,50,6,0,Svee Cosmetics,Beauty,Large Envelope,FBA,15.40 x 3.30 x 5.90 cm,0.23,N/A,"Jul 1, 2023",,No,35,Svee Cosmetics
49,Ducray Extra-gentle Shampoo Pump Bottle 400ml,B007YUN574,Irritated / Atopic,https://www.amazon.de/dp/B007YUN574?psc=1,https://m.media-amazon.com/images/I/51tYj1j5W8L._SY355_.jpg,Ducray,14.35,12,12,N/A,207.29,207.27,45,"106,132",N/A,6.97,11,4.4,346,2,2,europetrade,Beauty,Extra Large Envelope,FBA,25.50 x 5.20 x 8.70 cm,0.46,N/A,"Sep 1, 2015",,No,129,europetrade
